"business_id","business_name","business_kind","business_category","city","business_scale","item_id","sku","item_name","item_category","unit","quantity_mode","quantity","cost_price","selling_price","image_path","synthetic","image_provenance","availability_note"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-011","SIM-001-011","Serpentine Feature Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","487","613.62","/simulation/catalogue/event-tables.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-012","SIM-001-012","Children's Event Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","534","672.84","/simulation/catalogue/event-tables.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-013","SIM-001-013","Ivory Gauze Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","490","637","/simulation/catalogue/products/ivory-gauze-table-runner.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-014","SIM-001-014","Sage Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","537","698.1","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-015","SIM-001-015","Dusty Rose Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","584","759.2","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-016","SIM-001-016","Charcoal Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","631","820.3","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-017","SIM-001-017","Natural Linen Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","678","881.4","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-018","SIM-001-018","Emerald Velvet Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","725","942.5","/simulation/catalogue/products/emerald-velvet-table-runner.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-019","SIM-001-019","Ivory Round Tablecloth [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","772","1003.6","/simulation/catalogue/products/ivory-round-tablecloth.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-020","SIM-001-020","Natural Rectangular Tablecloth [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","819","1064.7","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-021","SIM-001-021","Ivory Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","866","1125.8","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-022","SIM-001-022","Sage Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","913","1186.9","/simulation/catalogue/products/sage-napkin-set.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-023","SIM-001-023","Blush Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","960","1248","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-024","SIM-001-024","Charcoal Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1007","1309.1","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-025","SIM-001-025","Gold Dinner Fork [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","681","912.54","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-026","SIM-001-026","Gold Dinner Knife [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","728","975.52","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-027","SIM-001-027","Gold Dinner Spoon [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","775","1038.5","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-028","SIM-001-028","Silver Dinner Fork [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","822","1101.48","/simulation/catalogue/products/silver-dinner-fork.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-029","SIM-001-029","Silver Dinner Knife [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","869","1164.46","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-030","SIM-001-030","Silver Dinner Spoon [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","916","1227.44","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-031","SIM-001-031","Clear Glass Underplate [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","963","1290.42","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-032","SIM-001-032","Gold-Rim Underplate [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1010","1353.4","/simulation/catalogue/products/gold-rim-underplate.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-033","SIM-001-033","White Dinner Plate [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1057","1416.38","/simulation/catalogue/products/white-dinner-plate.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-034","SIM-001-034","White Side Plate [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1104","1479.36","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-035","SIM-001-035","Ribbed Water Glass [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1151","1542.34","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-036","SIM-001-036","Champagne Flute [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1198","1605.32","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-037","SIM-001-037","Wine Glass [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1245","1668.3","/simulation/catalogue/products/wine-glass.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-038","SIM-001-038","Gold Napkin Ring [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1292","1731.28","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-001","Table & Chair Test Co 01 [SYNTHETIC]","Supplier","Furniture and tableware","Cape Town","Micro","SIM-BIZ-001-CAT-039","SIM-001-039","Clear Glass Candle Holder [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","100","1339","1794.26","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-001","SIM-002-001","Gold Chiavari Chair [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","271.5","331.23","/simulation/catalogue/products/gold-chiavari-chair.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-002","SIM-002-002","Clear Ghost Chair [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","342","417.24","/simulation/catalogue/products/clear-ghost-chair.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-003","SIM-002-003","Black Cross-Back Chair [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","412.5","503.25","/simulation/catalogue/products/black-cross-back-chair.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-004","SIM-002-004","Ivory Dining Chair [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","483","589.26","/simulation/catalogue/gold-chiavari-chairs.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-005","SIM-002-005","White Folding Ceremony Chair [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","553.5","675.27","/simulation/catalogue/gold-chiavari-chairs.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-006","SIM-002-006","Children's Event Chair [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","624","761.28","/simulation/catalogue/gold-chiavari-chairs.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-007","SIM-002-007","Long Oak Banquet Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","558","703.08","/simulation/catalogue/products/long-oak-banquet-table.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-008","SIM-002-008","Round Banquet Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","628.5","791.91","/simulation/catalogue/products/round-banquet-table.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-009","SIM-002-009","Square Black Dining Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","699","880.74","/simulation/catalogue/event-tables.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-010","SIM-002-010","Round Cocktail Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","769.5","969.57","/simulation/catalogue/products/round-cocktail-table.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-011","SIM-002-011","Serpentine Feature Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","840","1058.4","/simulation/catalogue/event-tables.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-012","SIM-002-012","Children's Event Table [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","910.5","1147.23","/simulation/catalogue/event-tables.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-013","SIM-002-013","Ivory Gauze Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","844.5","1097.85","/simulation/catalogue/products/ivory-gauze-table-runner.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-014","SIM-002-014","Sage Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","915","1189.5","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-015","SIM-002-015","Dusty Rose Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","985.5","1281.15","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-016","SIM-002-016","Charcoal Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1056","1372.8","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-017","SIM-002-017","Natural Linen Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1126.5","1464.45","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-018","SIM-002-018","Emerald Velvet Table Runner [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1197","1556.1","/simulation/catalogue/products/emerald-velvet-table-runner.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-019","SIM-002-019","Ivory Round Tablecloth [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1267.5","1647.75","/simulation/catalogue/products/ivory-round-tablecloth.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-020","SIM-002-020","Natural Rectangular Tablecloth [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1338","1739.4","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-021","SIM-002-021","Ivory Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1408.5","1831.05","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-022","SIM-002-022","Sage Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1479","1922.7","/simulation/catalogue/products/sage-napkin-set.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-023","SIM-002-023","Blush Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1549.5","2014.35","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-024","SIM-002-024","Charcoal Napkin Set [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1620","2106","/simulation/catalogue/event-linens.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-025","SIM-002-025","Gold Dinner Fork [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1131","1515.54","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-026","SIM-002-026","Gold Dinner Knife [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1201.5","1610.01","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-027","SIM-002-027","Gold Dinner Spoon [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1272","1704.48","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-028","SIM-002-028","Silver Dinner Fork [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1342.5","1798.95","/simulation/catalogue/products/silver-dinner-fork.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-029","SIM-002-029","Silver Dinner Knife [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1413","1893.42","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
"SIM-BIZ-002","Table & Chair Test Co 02 [SYNTHETIC]","Supplier","Furniture and tableware","Johannesburg","Small","SIM-BIZ-002-CAT-030","SIM-002-030","Silver Dinner Spoon [SYNTHETIC]","Furniture and tableware","Each","QUANTITY","140","1483.5","1987.89","/simulation/catalogue/table-settings.png","true","GENERATED_FOR_EVENTOS_SIMULATION","Simulator-only fixture; not available for real purchase"
